id,"measure","response",year,"organisation","group",score
51677,"RW","P",2015,"LAA","A",80
51678,"PB","P",2015,"LAA","A",42
51679,"LC","P",2015,"LAA","A",63
51680,"B01","P",2015,"LAA","A",88
51681,"B02","P",2015,"LAA","A",78
51682,"B03","P",2015,"LAA","A",77
51683,"B04","P",2015,"LAA","A",65
51684,"B05","P",2015,"LAA","A",76
51685,"B06","P",2015,"LAA","A",92
51686,"B07","P",2015,"LAA","A",88
51687,"B08","P",2015,"LAA","A",91
51688,"B09","P",2015,"LAA","A",73
51689,"B10","P",2015,"LAA","A",86
51690,"B11","P",2015,"LAA","A",84
51691,"B12","P",2015,"LAA","A",73
51692,"B13","P",2015,"LAA","A",78
51693,"B14","P",2015,"LAA","A",80
51694,"B15","P",2015,"LAA","A",73
51695,"B16","P",2015,"LAA","A",70
51696,"B17","P",2015,"LAA","A",69
51697,"B18","P",2015,"LAA","A",48
51698,"B19","P",2015,"LAA","A",89
51699,"B20","P",2015,"LAA","A",86
51700,"B21","P",2015,"LAA","A",85
51701,"B22","P",2015,"LAA","A",73
51702,"B23","P",2015,"LAA","A",59
51703,"B24","P",2015,"LAA","A",59
51704,"B25","P",2015,"LAA","A",52
51705,"B26","P",2015,"LAA","A",84
51706,"B27","P",2015,"LAA","A",88
51707,"B28","P",2015,"LAA","A",72
51708,"B29","P",2015,"LAA","A",89
51709,"B30","P",2015,"LAA","A",90
51710,"B31","P",2015,"LAA","A",73
51711,"B32","P",2015,"LAA","A",84
51712,"B33","P",2015,"LAA","A",88
51713,"B34","P",2015,"LAA","A",74
51714,"B35","P",2015,"LAA","A",70
51715,"B36","P",2015,"LAA","A",79
51716,"B37","P",2015,"LAA","A",39
51717,"B38","P",2015,"LAA","A",51
51718,"B39","P",2015,"LAA","A",37
51719,"B40","P",2015,"LAA","A",65
51720,"B41","P",2015,"LAA","A",77
51721,"B42","P",2015,"LAA","A",65
51722,"B43","P",2015,"LAA","A",70
51723,"B44","P",2015,"LAA","A",61
51724,"B45","P",2015,"LAA","A",56
51725,"B46","P",2015,"LAA","A",51
51726,"B47","P",2015,"LAA","A",71
51727,"B48","P",2015,"LAA","A",54
51728,"B49","P",2015,"LAA","A",57
51729,"B50","P",2015,"LAA","A",63
51730,"B51","P",2015,"LAA","A",65
51731,"B52","P",2015,"LAA","A",56
51732,"B53","P",2015,"LAA","A",58
51733,"B54","P",2015,"LAA","A",57
51734,"B55","P",2015,"LAA","A",65
51735,"B56","P",2015,"LAA","A",73
51736,"B57","P",2015,"LAA","A",61
51737,"B58","P",2015,"LAA","A",91
51738,"B59","P",2015,"LAA","A",78
51739,"B60","P",2015,"LAA","A",73
51740,"B61","P",2015,"LAA","A",74
51741,"B62","P",2015,"LAA","A",84
51742,"B63","P",2015,"LAA","A",75
51743,"B64","P",2015,"LAA","A",59
51744,"B65","P",2015,"LAA","A",76
51745,"B66","P",2015,"LAA","A",68
51746,"B67","P",2015,"LAA","A",73
51747,"B68","P",2015,"LAA","A",58
51748,"B69","P",2015,"LAA","A",56
51749,"B70","P",2015,"LAA","A",69
51750,"D01","P",2015,"LAA","A",89
51751,"D02","P",2015,"LAA","A",71
51752,"D03","P",2015,"LAA","A",73
51753,"E01","P",2015,"LAA","A",9
51754,"E03","P",2015,"LAA","A",10
51755,"W01","P",2015,"LAA","A",70
51756,"W02","P",2015,"LAA","A",74
51757,"W03","P",2015,"LAA","A",65
51758,"W04","P",2015,"LAA","A",51
51759,"EEI","P",2015,"ALBS","A",67
51760,"MW","P",2015,"ALBS","A",79
51761,"OP","P",2015,"ALBS","A",94
51762,"LM","P",2015,"ALBS","A",71
51763,"MT","P",2015,"ALBS","A",82
51764,"LD","P",2015,"ALBS","A",48
51765,"IF","P",2015,"ALBS","A",79
51766,"RW","P",2015,"ALBS","A",77
51767,"PB","P",2015,"ALBS","A",32
51768,"LC","P",2015,"ALBS","A",62
51769,"B01","P",2015,"ALBS","A",93
51770,"B02","P",2015,"ALBS","A",80
51771,"B03","P",2015,"ALBS","A",79
51772,"B04","P",2015,"ALBS","A",64
51773,"B05","P",2015,"ALBS","A",78
51774,"B06","P",2015,"ALBS","A",96
51775,"B07","P",2015,"ALBS","A",92
51776,"B08","P",2015,"ALBS","A",94
51777,"B09","P",2015,"ALBS","A",70
51778,"B10","P",2015,"ALBS","A",83
51779,"B11","P",2015,"ALBS","A",84
51780,"B12","P",2015,"ALBS","A",74
51781,"B13","P",2015,"ALBS","A",76
51782,"B14","P",2015,"ALBS","A",80
51783,"B15","P",2015,"ALBS","A",67
51784,"B16","P",2015,"ALBS","A",63
51785,"B17","P",2015,"ALBS","A",67
51786,"B18","P",2015,"ALBS","A",41
51787,"B19","P",2015,"ALBS","A",85
51788,"B20","P",2015,"ALBS","A",83
51789,"B21","P",2015,"ALBS","A",77
51790,"B22","P",2015,"ALBS","A",64
51791,"B23","P",2015,"ALBS","A",49
51792,"B24","P",2015,"ALBS","A",39
51793,"B25","P",2015,"ALBS","A",41
51794,"B26","P",2015,"ALBS","A",81
51795,"B27","P",2015,"ALBS","A",86
51796,"B28","P",2015,"ALBS","A",70
51797,"B29","P",2015,"ALBS","A",79
51798,"B30","P",2015,"ALBS","A",88
51799,"B31","P",2015,"ALBS","A",77
51800,"B32","P",2015,"ALBS","A",81
51801,"B33","P",2015,"ALBS","A",92
51802,"B34","P",2015,"ALBS","A",67
51803,"B35","P",2015,"ALBS","A",64
51804,"B36","P",2015,"ALBS","A",72
51805,"B37","P",2015,"ALBS","A",34
51806,"B38","P",2015,"ALBS","A",33
51807,"B39","P",2015,"ALBS","A",29
51808,"B40","P",2015,"ALBS","A",68
51809,"B41","P",2015,"ALBS","A",80
51810,"B42","P",2015,"ALBS","A",68
51811,"B43","P",2015,"ALBS","A",60
51812,"B44","P",2015,"ALBS","A",63
51813,"B45","P",2015,"ALBS","A",50
51814,"B46","P",2015,"ALBS","A",40
51815,"B47","P",2015,"ALBS","A",75
51816,"B48","P",2015,"ALBS","A",55
51817,"B49","P",2015,"ALBS","A",59
51818,"B50","P",2015,"ALBS","A",76
51819,"B51","P",2015,"ALBS","A",60
51820,"B52","P",2015,"ALBS","A",60
51821,"B53","P",2015,"ALBS","A",60
51822,"B54","P",2015,"ALBS","A",58
51823,"B55","P",2015,"ALBS","A",55
51824,"B56","P",2015,"ALBS","A",58
51825,"B57","P",2015,"ALBS","A",40
51826,"B58","P",2015,"ALBS","A",92
51827,"B59","P",2015,"ALBS","A",72
51828,"B60","P",2015,"ALBS","A",71
51829,"B61","P",2015,"ALBS","A",82
51830,"B62","P",2015,"ALBS","A",70
51831,"B63","P",2015,"ALBS","A",71
51832,"B64","P",2015,"ALBS","A",56
51833,"B65","P",2015,"ALBS","A",74
51834,"B66","P",2015,"ALBS","A",67
51835,"B67","P",2015,"ALBS","A",74
51836,"B68","P",2015,"ALBS","A",57
51837,"B69","P",2015,"ALBS","A",51
51838,"B70","P",2015,"ALBS","A",62
51839,"D01","P",2015,"ALBS","A",86
51840,"D02","P",2015,"ALBS","A",62
51841,"D03","P",2015,"ALBS","A",66
51842,"E01","P",2015,"ALBS","A",10
51843,"E03","P",2015,"ALBS","A",11
51844,"W01","P",2015,"ALBS","A",68
51845,"W02","P",2015,"ALBS","A",76
51846,"W03","P",2015,"ALBS","A",63
51847,"W04","P",2015,"ALBS","A",50
51848,"EEI","P",2015,"NOMS","A",59
51849,"MW","P",2015,"NOMS","A",77
51850,"OP","P",2015,"NOMS","A",84
51851,"LM","P",2015,"NOMS","A",70
51852,"MT","P",2015,"NOMS","A",83
51853,"LD","P",2015,"NOMS","A",51
51854,"IF","P",2015,"NOMS","A",78
51855,"RW","P",2015,"NOMS","A",72
51856,"PB","P",2015,"NOMS","A",42
51857,"LC","P",2015,"NOMS","A",46
51858,"B01","P",2015,"NOMS","A",91
51859,"B02","P",2015,"NOMS","A",82
51860,"B03","P",2015,"NOMS","A",78
51861,"B04","P",2015,"NOMS","A",58
51862,"B05","P",2015,"NOMS","A",76
51863,"B06","P",2015,"NOMS","A",85
51864,"B07","P",2015,"NOMS","A",81
51865,"B08","P",2015,"NOMS","A",84
51866,"B09","P",2015,"NOMS","A",73
51867,"B10","P",2015,"NOMS","A",84
51868,"B11","P",2015,"NOMS","A",84
51869,"B12","P",2015,"NOMS","A",67
51870,"B13","P",2015,"NOMS","A",77
51871,"B14","P",2015,"NOMS","A",80
51872,"B15","P",2015,"NOMS","A",67
51873,"B16","P",2015,"NOMS","A",65
51874,"B17","P",2015,"NOMS","A",67
51875,"B18","P",2015,"NOMS","A",40
51876,"B19","P",2015,"NOMS","A",87
51877,"B20","P",2015,"NOMS","A",85
51878,"B21","P",2015,"NOMS","A",78
51879,"B22","P",2015,"NOMS","A",57
51880,"B23","P",2015,"NOMS","A",51
51881,"B24","P",2015,"NOMS","A",47
51882,"B25","P",2015,"NOMS","A",49
51883,"B26","P",2015,"NOMS","A",81
51884,"B27","P",2015,"NOMS","A",87
51885,"B28","P",2015,"NOMS","A",70
51886,"B29","P",2015,"NOMS","A",76
51887,"B30","P",2015,"NOMS","A",84
51888,"B31","P",2015,"NOMS","A",69
51889,"B32","P",2015,"NOMS","A",77
51890,"B33","P",2015,"NOMS","A",89
51891,"B34","P",2015,"NOMS","A",61
51892,"B35","P",2015,"NOMS","A",58
51893,"B36","P",2015,"NOMS","A",66
51894,"B37","P",2015,"NOMS","A",44
51895,"B38","P",2015,"NOMS","A",44
51896,"B39","P",2015,"NOMS","A",39
51897,"B40","P",2015,"NOMS","A",55
51898,"B41","P",2015,"NOMS","A",57
51899,"B42","P",2015,"NOMS","A",57
51900,"B43","P",2015,"NOMS","A",48
51901,"B44","P",2015,"NOMS","A",50
51902,"B45","P",2015,"NOMS","A",34
51903,"B46","P",2015,"NOMS","A",26
51904,"B47","P",2015,"NOMS","A",57
51905,"B48","P",2015,"NOMS","A",33
51906,"B49","P",2015,"NOMS","A",39
51907,"B50","P",2015,"NOMS","A",56
51908,"B51","P",2015,"NOMS","A",44
51909,"B52","P",2015,"NOMS","A",50
51910,"B53","P",2015,"NOMS","A",43
51911,"B54","P",2015,"NOMS","A",42
51912,"B55","P",2015,"NOMS","A",44
51913,"B56","P",2015,"NOMS","A",55
51914,"B57","P",2015,"NOMS","A",34
51915,"B58","P",2015,"NOMS","A",90
51916,"B59","P",2015,"NOMS","A",71
51917,"B60","P",2015,"NOMS","A",67
51918,"B61","P",2015,"NOMS","A",67
51919,"B62","P",2015,"NOMS","A",77
51920,"B63","P",2015,"NOMS","A",72
51921,"B64","P",2015,"NOMS","A",46
51922,"B65","P",2015,"NOMS","A",74
51923,"B66","P",2015,"NOMS","A",56
51924,"B67","P",2015,"NOMS","A",74
51925,"B68","P",2015,"NOMS","A",47
51926,"B69","P",2015,"NOMS","A",46
51927,"B70","P",2015,"NOMS","A",64
51928,"D01","P",2015,"NOMS","A",92
51929,"D02","P",2015,"NOMS","A",69
51930,"D03","P",2015,"NOMS","A",69
51931,"E01","P",2015,"NOMS","A",11
51932,"E03","P",2015,"NOMS","A",9
51933,"W01","P",2015,"NOMS","A",68
51934,"W02","P",2015,"NOMS","A",75
51935,"W03","P",2015,"NOMS","A",64
51936,"W04","P",2015,"NOMS","A",52
51937,"EEI","P",2015,"NPS","A",55
51938,"MW","P",2015,"NPS","A",71
51939,"OP","P",2015,"NPS","A",80
51940,"LM","P",2015,"NPS","A",63
51941,"MT","P",2015,"NPS","A",75
51942,"LD","P",2015,"NPS","A",36
51943,"IF","P",2015,"NPS","A",71
51944,"RW","P",2015,"NPS","A",65
51945,"PB","P",2015,"NPS","A",27
51946,"LC","P",2015,"NPS","A",25
51947,"B01","P",2015,"NPS","A",94
51948,"B02","P",2015,"NPS","A",86
51949,"B03","P",2015,"NPS","A",79
51950,"B04","P",2015,"NPS","A",38
51951,"B05","P",2015,"NPS","A",59
51952,"B06","P",2015,"NPS","A",82
51953,"B07","P",2015,"NPS","A",77
51954,"B08","P",2015,"NPS","A",81
51955,"B09","P",2015,"NPS","A",64
51956,"B10","P",2015,"NPS","A",74
51957,"B11","P",2015,"NPS","A",73
51958,"B12","P",2015,"NPS","A",61
51959,"B13","P",2015,"NPS","A",68
51960,"B14","P",2015,"NPS","A",74
51961,"B15","P",2015,"NPS","A",62
51962,"B16","P",2015,"NPS","A",59
51963,"B17","P",2015,"NPS","A",59
51964,"B18","P",2015,"NPS","A",34
51965,"B19","P",2015,"NPS","A",83
51966,"B20","P",2015,"NPS","A",78
51967,"B21","P",2015,"NPS","A",64
51968,"B22","P",2015,"NPS","A",40
51969,"B23","P",2015,"NPS","A",39
51970,"B24","P",2015,"NPS","A",30
51971,"B25","P",2015,"NPS","A",35
51972,"B26","P",2015,"NPS","A",75
51973,"B27","P",2015,"NPS","A",86
51974,"B28","P",2015,"NPS","A",58
51975,"B29","P",2015,"NPS","A",66
51976,"B30","P",2015,"NPS","A",82
51977,"B31","P",2015,"NPS","A",55
51978,"B32","P",2015,"NPS","A",73
51979,"B33","P",2015,"NPS","A",89
51980,"B34","P",2015,"NPS","A",50
51981,"B35","P",2015,"NPS","A",48
51982,"B36","P",2015,"NPS","A",56
51983,"B37","P",2015,"NPS","A",28
51984,"B38","P",2015,"NPS","A",25
51985,"B39","P",2015,"NPS","A",27
51986,"B40","P",2015,"NPS","A",27
51987,"B41","P",2015,"NPS","A",38
51988,"B42","P",2015,"NPS","A",40
51989,"B43","P",2015,"NPS","A",19
51990,"B44","P",2015,"NPS","A",26
51991,"B45","P",2015,"NPS","A",16
51992,"B46","P",2015,"NPS","A",9
51993,"B47","P",2015,"NPS","A",34
51994,"B48","P",2015,"NPS","A",15
51995,"B49","P",2015,"NPS","A",21
51996,"B50","P",2015,"NPS","A",56
51997,"B51","P",2015,"NPS","A",31
51998,"B52","P",2015,"NPS","A",51
51999,"B53","P",2015,"NPS","A",39
52000,"B54","P",2015,"NPS","A",35
52001,"B55","P",2015,"NPS","A",20
52002,"B56","P",2015,"NPS","A",36
52003,"B57","P",2015,"NPS","A",12
52004,"B58","P",2015,"NPS","A",89
52005,"B59","P",2015,"NPS","A",58
52006,"B60","P",2015,"NPS","A",51
52007,"B61","P",2015,"NPS","A",55
52008,"B62","P",2015,"NPS","A",81
52009,"B63","P",2015,"NPS","A",63
52010,"B64","P",2015,"NPS","A",30
52011,"B65","P",2015,"NPS","A",63
52012,"B66","P",2015,"NPS","A",33
52013,"B67","P",2015,"NPS","A",62
52014,"B68","P",2015,"NPS","A",27
52015,"B69","P",2015,"NPS","A",28
52016,"B70","P",2015,"NPS","A",49
52017,"D01","P",2015,"NPS","A",66
52018,"D02","P",2015,"NPS","A",37
52019,"D03","P",2015,"NPS","A",45
52020,"E01","P",2015,"NPS","A",14
52021,"E03","P",2015,"NPS","A",12
52022,"W01","P",2015,"NPS","A",65
52023,"W02","P",2015,"NPS","A",74
52024,"W03","P",2015,"NPS","A",61
52025,"W04","P",2015,"NPS","A",47
52026,"EEI","P",2015,"OPG","A",61
52027,"MW","P",2015,"OPG","A",67
52028,"OP","P",2015,"OPG","A",89
52029,"LM","P",2015,"OPG","A",64
52030,"MT","P",2015,"OPG","A",77
52031,"LD","P",2015,"OPG","A",55
52032,"IF","P",2015,"OPG","A",72
52033,"RW","P",2015,"OPG","A",74
52034,"PB","P",2015,"OPG","A",26
52035,"LC","P",2015,"OPG","A",44
52036,"B01","P",2015,"OPG","A",85
52037,"B02","P",2015,"OPG","A",67
52038,"B03","P",2015,"OPG","A",69
52039,"B04","P",2015,"OPG","A",50
52040,"B05","P",2015,"OPG","A",61
52041,"B06","P",2015,"OPG","A",91
52042,"B07","P",2015,"OPG","A",87
52043,"B08","P",2015,"OPG","A",89
52044,"B09","P",2015,"OPG","A",66
52045,"B10","P",2015,"OPG","A",71
52046,"B11","P",2015,"OPG","A",70
52047,"B12","P",2015,"OPG","A",62
52048,"B13","P",2015,"OPG","A",67
52049,"B14","P",2015,"OPG","A",70
52050,"B15","P",2015,"OPG","A",67
52051,"B16","P",2015,"OPG","A",64
52052,"B17","P",2015,"OPG","A",61
52053,"B18","P",2015,"OPG","A",43
52054,"B19","P",2015,"OPG","A",83
52055,"B20","P",2015,"OPG","A",79
52056,"B21","P",2015,"OPG","A",70
52057,"B22","P",2015,"OPG","A",63
52058,"B23","P",2015,"OPG","A",53
52059,"B24","P",2015,"OPG","A",58
52060,"B25","P",2015,"OPG","A",47
52061,"B26","P",2015,"OPG","A",74
52062,"B27","P",2015,"OPG","A",80
52063,"B28","P",2015,"OPG","A",56
52064,"B29","P",2015,"OPG","A",78
52065,"B30","P",2015,"OPG","A",87
52066,"B31","P",2015,"OPG","A",69
52067,"B32","P",2015,"OPG","A",77
52068,"B33","P",2015,"OPG","A",87
52069,"B34","P",2015,"OPG","A",67
52070,"B35","P",2015,"OPG","A",61
52071,"B36","P",2015,"OPG","A",68
52072,"B37","P",2015,"OPG","A",25
52073,"B38","P",2015,"OPG","A",32
52074,"B39","P",2015,"OPG","A",23
52075,"B40","P",2015,"OPG","A",47
52076,"B41","P",2015,"OPG","A",55
52077,"B42","P",2015,"OPG","A",45
52078,"B43","P",2015,"OPG","A",52
52079,"B44","P",2015,"OPG","A",42
52080,"B45","P",2015,"OPG","A",32
52081,"B46","P",2015,"OPG","A",41
52082,"B47","P",2015,"OPG","A",51
52083,"B48","P",2015,"OPG","A",32
52084,"B49","P",2015,"OPG","A",39
52085,"B50","P",2015,"OPG","A",64
52086,"B51","P",2015,"OPG","A",55
52087,"B52","P",2015,"OPG","A",41
52088,"B53","P",2015,"OPG","A",48
52089,"B54","P",2015,"OPG","A",47
52090,"B55","P",2015,"OPG","A",42
52091,"B56","P",2015,"OPG","A",45
52092,"B57","P",2015,"OPG","A",33
52093,"B58","P",2015,"OPG","A",89
52094,"B59","P",2015,"OPG","A",59
52095,"B60","P",2015,"OPG","A",56
52096,"B61","P",2015,"OPG","A",69
52097,"B62","P",2015,"OPG","A",73
52098,"B63","P",2015,"OPG","A",66
52099,"B64","P",2015,"OPG","A",39
52100,"B65","P",2015,"OPG","A",69
52101,"B66","P",2015,"OPG","A",49
52102,"B67","P",2015,"OPG","A",65
52103,"B68","P",2015,"OPG","A",40
52104,"B69","P",2015,"OPG","A",39
52105,"B70","P",2015,"OPG","A",56
52106,"D01","P",2015,"OPG","A",84
52107,"D02","P",2015,"OPG","A",63
52108,"D03","P",2015,"OPG","A",63
52109,"E01","P",2015,"OPG","A",16
52110,"E03","P",2015,"OPG","A",12
52111,"W01","P",2015,"OPG","A",59
52112,"W02","P",2015,"OPG","A",65
52113,"W03","P",2015,"OPG","A",55
52114,"W04","P",2015,"OPG","A",48
52115,"EEI","P",2015,"NCA","A",52
52116,"MW","P",2015,"NCA","A",67
52117,"OP","P",2015,"NCA","A",76
52118,"LM","P",2015,"NCA","A",59
52119,"MT","P",2015,"NCA","A",75
52120,"LD","P",2015,"NCA","A",35
52121,"IF","P",2015,"NCA","A",69
52122,"RW","P",2015,"NCA","A",61
52123,"PB","P",2015,"NCA","A",22
52124,"LC","P",2015,"NCA","A",28
52125,"B01","P",2015,"NCA","A",88
52126,"B02","P",2015,"NCA","A",69
52127,"B03","P",2015,"NCA","A",69
52128,"B04","P",2015,"NCA","A",44
52129,"B05","P",2015,"NCA","A",62
52130,"B06","P",2015,"NCA","A",78
52131,"B07","P",2015,"NCA","A",76
52132,"B08","P",2015,"NCA","A",73
52133,"B09","P",2015,"NCA","A",58
52134,"B10","P",2015,"NCA","A",80
52135,"B11","P",2015,"NCA","A",75
52136,"B12","P",2015,"NCA","A",52
52137,"B13","P",2015,"NCA","A",65
52138,"B14","P",2015,"NCA","A",72
52139,"B15","P",2015,"NCA","A",52
52140,"B16","P",2015,"NCA","A",48
52141,"B17","P",2015,"NCA","A",55
52142,"B18","P",2015,"NCA","A",31
52143,"B19","P",2015,"NCA","A",82
52144,"B20","P",2015,"NCA","A",76
52145,"B21","P",2015,"NCA","A",66
52146,"B22","P",2015,"NCA","A",40
52147,"B23","P",2015,"NCA","A",37
52148,"B24","P",2015,"NCA","A",33
52149,"B25","P",2015,"NCA","A",31
52150,"B26","P",2015,"NCA","A",74
52151,"B27","P",2015,"NCA","A",83
52152,"B28","P",2015,"NCA","A",53
52153,"B29","P",2015,"NCA","A",66
52154,"B30","P",2015,"NCA","A",74
52155,"B31","P",2015,"NCA","A",54
52156,"B32","P",2015,"NCA","A",61
52157,"B33","P",2015,"NCA","A",77
52158,"B34","P",2015,"NCA","A",41
52159,"B35","P",2015,"NCA","A",56
52160,"B36","P",2015,"NCA","A",66
52161,"B37","P",2015,"NCA","A",22
52162,"B38","P",2015,"NCA","A",21
52163,"B39","P",2015,"NCA","A",22
52164,"B40","P",2015,"NCA","A",26
52165,"B41","P",2015,"NCA","A",33
52166,"B42","P",2015,"NCA","A",34
52167,"B43","P",2015,"NCA","A",31
52168,"B44","P",2015,"NCA","A",26
52169,"B45","P",2015,"NCA","A",15
52170,"B46","P",2015,"NCA","A",17
52171,"B47","P",2015,"NCA","A",39
52172,"B48","P",2015,"NCA","A",22
52173,"B49","P",2015,"NCA","A",31
52174,"B50","P",2015,"NCA","A",56
52175,"B51","P",2015,"NCA","A",33
52176,"B52","P",2015,"NCA","A",39
52177,"B53","P",2015,"NCA","A",35
52178,"B54","P",2015,"NCA","A",33
52179,"B55","P",2015,"NCA","A",33
52180,"B56","P",2015,"NCA","A",44
52181,"B57","P",2015,"NCA","A",25
52182,"B58","P",2015,"NCA","A",85
52183,"B59","P",2015,"NCA","A",65
52184,"B60","P",2015,"NCA","A",55
52185,"B61","P",2015,"NCA","A",65
52186,"B62","P",2015,"NCA","A",78
52187,"B63","P",2015,"NCA","A",59
52188,"B64","P",2015,"NCA","A",27
52189,"B65","P",2015,"NCA","A",64
52190,"B66","P",2015,"NCA","A",35
52191,"B67","P",2015,"NCA","A",64
52192,"B68","P",2015,"NCA","A",28
52193,"B69","P",2015,"NCA","A",24
52194,"B70","P",2015,"NCA","A",50
52195,"D01","P",2015,"NCA","A",87
52196,"D02","P",2015,"NCA","A",59
52197,"D03","P",2015,"NCA","A",56
52198,"E01","P",2015,"NCA","A",17
52199,"E03","P",2015,"NCA","A",12
52200,"W01","P",2015,"NCA","A",65
52201,"W02","P",2015,"NCA","A",73
52202,"W03","P",2015,"NCA","A",66
52203,"W04","P",2015,"NCA","A",57
52204,"EEI","P",2015,"NSANDI","A",65
52205,"MW","P",2015,"NSANDI","A",75
52206,"OP","P",2015,"NSANDI","A",91
52207,"LM","P",2015,"NSANDI","A",75
52208,"MT","P",2015,"NSANDI","A",80
52209,"LD","P",2015,"NSANDI","A",63
52210,"IF","P",2015,"NSANDI","A",78
52211,"RW","P",2015,"NSANDI","A",78
52212,"PB","P",2015,"NSANDI","A",30
52213,"LC","P",2015,"NSANDI","A",63
52214,"B01","P",2015,"NSANDI","A",87
52215,"B02","P",2015,"NSANDI","A",75
52216,"B03","P",2015,"NSANDI","A",71
52217,"B04","P",2015,"NSANDI","A",64
52218,"B05","P",2015,"NSANDI","A",77
52219,"B06","P",2015,"NSANDI","A",92
52220,"B07","P",2015,"NSANDI","A",92
52221,"B08","P",2015,"NSANDI","A",89
52222,"B09","P",2015,"NSANDI","A",75
52223,"B10","P",2015,"NSANDI","A",89
52224,"B11","P",2015,"NSANDI","A",85
52225,"B12","P",2015,"NSANDI","A",79
52226,"B13","P",2015,"NSANDI","A",80
52227,"B14","P",2015,"NSANDI","A",81
52228,"B15","P",2015,"NSANDI","A",76
52229,"B16","P",2015,"NSANDI","A",70
52230,"B17","P",2015,"NSANDI","A",70
52231,"B18","P",2015,"NSANDI","A",45
52232,"B19","P",2015,"NSANDI","A",85
52233,"B20","P",2015,"NSANDI","A",79
52234,"B21","P",2015,"NSANDI","A",77
52235,"B22","P",2015,"NSANDI","A",81
52236,"B23","P",2015,"NSANDI","A",69
52237,"B24","P",2015,"NSANDI","A",45
52238,"B25","P",2015,"NSANDI","A",59
52239,"B26","P",2015,"NSANDI","A",80
52240,"B27","P",2015,"NSANDI","A",83
52241,"B28","P",2015,"NSANDI","A",68
52242,"B29","P",2015,"NSANDI","A",83
52243,"B30","P",2015,"NSANDI","A",83
52244,"B31","P",2015,"NSANDI","A",71
52245,"B32","P",2015,"NSANDI","A",84
52246,"B33","P",2015,"NSANDI","A",92
52247,"B34","P",2015,"NSANDI","A",70
52248,"B35","P",2015,"NSANDI","A",69
52249,"B36","P",2015,"NSANDI","A",76
52250,"B37","P",2015,"NSANDI","A",31
52251,"B38","P",2015,"NSANDI","A",36
52252,"B39","P",2015,"NSANDI","A",23
52253,"B40","P",2015,"NSANDI","A",74
52254,"B41","P",2015,"NSANDI","A",78
52255,"B42","P",2015,"NSANDI","A",74
52256,"B43","P",2015,"NSANDI","A",68
52257,"B44","P",2015,"NSANDI","A",69
52258,"B45","P",2015,"NSANDI","A",43
52259,"B46","P",2015,"NSANDI","A",49
52260,"B47","P",2015,"NSANDI","A",73
52261,"B48","P",2015,"NSANDI","A",48
52262,"B49","P",2015,"NSANDI","A",55
52263,"B50","P",2015,"NSANDI","A",67
52264,"B51","P",2015,"NSANDI","A",59
52265,"B52","P",2015,"NSANDI","A",59
52266,"B53","P",2015,"NSANDI","A",55
52267,"B54","P",2015,"NSANDI","A",59
52268,"B55","P",2015,"NSANDI","A",61
52269,"B56","P",2015,"NSANDI","A",62
52270,"B57","P",2015,"NSANDI","A",48
52271,"B58","P",2015,"NSANDI","A",88
52272,"B59","P",2015,"NSANDI","A",73
52273,"B60","P",2015,"NSANDI","A",73
52274,"B61","P",2015,"NSANDI","A",73
52275,"B62","P",2015,"NSANDI","A",76
52276,"B63","P",2015,"NSANDI","A",75
52277,"B64","P",2015,"NSANDI","A",61
52278,"B65","P",2015,"NSANDI","A",77
52279,"B66","P",2015,"NSANDI","A",71
52280,"B67","P",2015,"NSANDI","A",78
52281,"B68","P",2015,"NSANDI","A",59
52282,"B69","P",2015,"NSANDI","A",60
52283,"B70","P",2015,"NSANDI","A",64
52284,"D01","P",2015,"NSANDI","A",90
52285,"D02","P",2015,"NSANDI","A",76
52286,"D03","P",2015,"NSANDI","A",76
52287,"E01","P",2015,"NSANDI","A",8
52288,"E03","P",2015,"NSANDI","A",7
52289,"W01","P",2015,"NSANDI","A",71
52290,"W02","P",2015,"NSANDI","A",78
52291,"W03","P",2015,"NSANDI","A",66
52292,"W04","P",2015,"NSANDI","A",53
52293,"EEI","P",2015,"OFGEM","A",58
52294,"MW","P",2015,"OFGEM","A",72
52295,"OP","P",2015,"OFGEM","A",81
52296,"LM","P",2015,"OFGEM","A",67
52297,"MT","P",2015,"OFGEM","A",78
52298,"LD","P",2015,"OFGEM","A",54
52299,"IF","P",2015,"OFGEM","A",77
52300,"RW","P",2015,"OFGEM","A",74
52301,"PB","P",2015,"OFGEM","A",26
52302,"LC","P",2015,"OFGEM","A",43
52303,"B01","P",2015,"OFGEM","A",88
52304,"B02","P",2015,"OFGEM","A",71
52305,"B03","P",2015,"OFGEM","A",70
52306,"B04","P",2015,"OFGEM","A",55
52307,"B05","P",2015,"OFGEM","A",76
52308,"B06","P",2015,"OFGEM","A",86
52309,"B07","P",2015,"OFGEM","A",77
52310,"B08","P",2015,"OFGEM","A",81
52311,"B09","P",2015,"OFGEM","A",68
52312,"B10","P",2015,"OFGEM","A",86
52313,"B11","P",2015,"OFGEM","A",83
52314,"B12","P",2015,"OFGEM","A",61
52315,"B13","P",2015,"OFGEM","A",73
52316,"B14","P",2015,"OFGEM","A",79
52317,"B15","P",2015,"OFGEM","A",61
52318,"B16","P",2015,"OFGEM","A",61
52319,"B17","P",2015,"OFGEM","A",61
52320,"B18","P",2015,"OFGEM","A",33
52321,"B19","P",2015,"OFGEM","A",82
