"org","organisation","year","measure","score","headcount","parent","par"
"NMO","National Measurement Office",2014,"B10",92,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B11",86,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B12",70,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B13",77,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B14",83,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B15",71,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B16",63,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B17",62,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B18",48,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B19",86,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B20",83,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B21",79,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B22",76,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B23",77,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B24",41,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B25",59,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B26",79,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B27",87,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B28",71,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B29",82,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B30",89,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B31",66,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B32",78,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B33",83,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B34",73,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B35",57,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B36",78,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B37",27,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B38",24,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B39",13,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B40",76,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B41",84,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B42",67,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B43",48,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B44",68,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B45",35,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B46",34,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B47",75,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B48",43,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B49",51,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B50",59,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B51",65,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B52",54,80,"Business, Innovation and Skills","BIS"
"NMO","National Measurement Office",2014,"B53",56,80,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B01",94,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B02",84,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B03",83,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B04",61,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B05",84,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B06",76,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B07",69,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B08",80,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B09",67,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B10",85,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B11",84,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B12",69,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B13",75,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B14",80,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B15",65,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B16",59,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B17",63,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B18",42,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B19",91,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B20",88,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B21",82,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B22",61,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B23",52,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B24",47,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B25",47,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B26",84,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B27",91,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B28",66,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B29",80,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B30",86,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B31",70,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B32",77,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B33",90,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B34",76,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B35",71,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B36",77,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B37",29,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B38",41,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B39",24,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B40",52,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B41",57,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B42",50,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B43",46,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B44",44,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B45",36,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B46",43,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B47",58,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B48",35,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B49",49,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B50",81,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B51",63,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B52",69,1180,"Business, Innovation and Skills","BIS"
"OS","Ordnance Survey ",2014,"B53",56,1180,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B01",92,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B02",83,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B03",78,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B04",62,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B05",79,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B06",83,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B07",80,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B08",82,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B09",74,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B10",85,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B11",87,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B12",72,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B13",79,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B14",80,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B15",68,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B16",67,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B17",65,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B18",39,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B19",87,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B20",86,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B21",81,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B22",68,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B23",59,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B24",30,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B25",47,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B26",86,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B27",91,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B28",70,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B29",81,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B30",80,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B31",65,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B32",74,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B33",87,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B34",71,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B35",59,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B36",66,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B37",46,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B38",58,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B39",49,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B40",50,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B41",61,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B42",55,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B43",45,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B44",50,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B45",29,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B46",20,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B47",65,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B48",33,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B49",41,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B50",53,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B51",48,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B52",49,1270,"Business, Innovation and Skills","BIS"
"SFA","Skills Funding Agency",2014,"B53",46,1270,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B01",84,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B02",75,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B03",72,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B04",57,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B05",75,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B06",88,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B07",82,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B08",87,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B09",68,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B10",84,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B11",79,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B12",68,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B13",74,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B14",80,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B15",71,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B16",67,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B17",70,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B18",45,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B19",83,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B20",76,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B21",72,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B22",66,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B23",52,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B24",29,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B25",36,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B26",78,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B27",85,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B28",65,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B29",74,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B30",85,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B31",72,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B32",79,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B33",89,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B34",67,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B35",67,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B36",74,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B37",29,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B38",33,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B39",28,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B40",36,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B41",49,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B42",35,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B43",42,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B44",30,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B45",25,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B46",23,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B47",51,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B48",29,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B49",35,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B50",37,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B51",31,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B52",43,1820,"Business, Innovation and Skills","BIS"
"INSS","Insolvency Service",2014,"B53",34,1820,"Business, Innovation and Skills","BIS"
"CO","Cabinet Office (excl. agencies)",2014,"B01",93,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B02",80,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B03",80,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B04",65,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B05",81,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B06",74,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B07",61,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B08",73,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B09",72,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B10",84,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B11",83,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B12",57,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B13",77,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B14",81,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B15",62,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B16",62,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B17",60,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B18",41,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B19",88,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B20",87,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B21",80,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B22",60,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B23",47,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B24",47,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B25",41,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B26",83,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B27",85,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B28",71,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B29",73,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B30",81,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B31",70,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B32",73,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B33",92,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B34",72,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B35",64,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B36",66,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B37",29,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B38",30,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B39",23,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B40",45,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B41",55,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B42",46,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B43",29,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B44",44,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B45",32,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B46",32,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B47",60,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B48",38,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B49",45,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B50",77,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B51",59,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B52",42,2030,"Civil Service","CS"
"CO","Cabinet Office (excl. agencies)",2014,"B53",49,2030,"Civil Service","CS"
"CC","Charity Commission ",2014,"B01",88,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B02",83,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B03",73,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B04",57,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B05",75,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B06",78,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B07",72,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B08",80,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B09",69,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B10",81,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B11",85,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B12",66,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B13",72,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B14",79,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B15",65,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B16",58,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B17",60,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B18",37,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B19",84,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B20",79,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B21",74,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B22",53,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B23",53,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B24",17,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B25",31,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B26",74,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B27",82,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B28",57,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B29",73,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B30",77,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B31",57,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B32",74,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B33",85,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B34",53,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B35",45,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B36",63,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B37",24,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B38",28,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B39",20,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B40",32,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B41",52,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B42",38,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B43",24,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B44",34,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B45",23,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B46",21,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B47",52,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B48",40,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B49",39,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B50",45,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B51",29,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B52",42,330,"Civil Service","CS"
"CC","Charity Commission ",2014,"B53",33,330,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B01",89,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B02",83,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B03",75,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B04",63,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B05",80,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B06",81,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B07",79,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B08",82,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B09",77,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B10",86,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B11",86,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B12",69,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B13",80,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B14",83,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B15",72,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B16",70,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B17",66,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B18",45,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B19",86,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B20",83,1680,"Civil Service","CS"
"DCLG","Department for Communities and Local Government (excl. agencies)",2014,"B21",78,1680,"Civil Service","CS"
