"org","organisation","year","measure","score","headcount","parent","par"
"AGO","Attorney General's Office",2014,"B01",95,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B02",86,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B03",81,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B04",83,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B05",89,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B06",97,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B07",100,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B08",100,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B09",81,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B10",78,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B11",92,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B12",78,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B13",76,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B14",84,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B15",76,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B16",84,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B17",76,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B18",57,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B19",92,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B20",97,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B21",97,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B22",84,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B23",84,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B24",68,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B25",73,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B26",95,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B27",92,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B28",81,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B29",81,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B30",97,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B31",95,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B32",89,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B33",100,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B34",92,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B35",76,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B36",76,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B37",35,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B38",43,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B39",38,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B40",89,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B41",95,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B42",84,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B43",81,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B44",83,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B45",59,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B46",62,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B47",89,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B48",73,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B49",73,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B50",89,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B51",81,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B52",65,40,"Civil Service","CS"
"AGO","Attorney General's Office",2014,"B53",81,40,"Civil Service","CS"
"CPS","Crown Prosecution Service",2014,"B01",90,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B02",78,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B03",73,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B04",43,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B05",52,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B06",85,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B07",81,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B08",83,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B09",58,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B10",71,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B11",69,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B12",58,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B13",63,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B14",70,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B15",58,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B16",54,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B17",56,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B18",33,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B19",78,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B20",73,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B21",60,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B22",52,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B23",43,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B24",29,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B25",33,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B26",68,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B27",78,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B28",52,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B29",63,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B30",82,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B31",55,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B32",72,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B33",85,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B34",51,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B35",42,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B36",49,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B37",32,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B38",37,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B39",33,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B40",32,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B41",43,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B42",41,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B43",33,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B44",32,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B45",23,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B46",19,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B47",42,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B48",29,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B49",32,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B50",48,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B51",31,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B52",51,6660,"Attorney General's Departments","AGO"
"CPS","Crown Prosecution Service",2014,"B53",38,6660,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B01",88,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B02",67,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B03",63,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B04",54,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B05",71,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B06",92,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B07",83,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B08",79,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B09",75,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B10",88,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B11",92,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B12",79,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B13",79,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B14",79,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B15",79,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B16",67,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B17",75,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B18",50,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B19",92,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B20",79,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B21",71,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B22",63,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B23",63,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B24",22,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B25",35,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B26",75,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B27",79,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B28",63,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B29",63,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B30",83,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B31",71,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B32",88,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B33",92,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B34",75,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B35",58,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B36",63,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B37",17,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B38",21,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B39",17,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B40",33,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B41",58,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B42",42,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B43",46,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B44",38,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B45",29,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B46",33,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B47",54,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B48",42,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B49",50,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B50",52,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B51",30,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B52",39,30,"Attorney General's Departments","AGO"
"HMCPSI","Crown Prosecution Service Inspectorate",2014,"B53",35,30,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B01",93,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B02",73,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B03",73,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B04",60,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B05",74,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B06",94,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B07",90,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B08",90,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B09",73,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B10",86,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B11",82,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B12",64,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B13",79,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B14",77,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B15",57,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B16",57,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B17",60,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B18",43,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B19",80,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B20",77,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B21",69,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B22",58,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B23",53,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B24",39,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B25",46,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B26",76,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B27",81,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B28",67,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B29",79,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B30",83,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B31",73,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B32",70,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B33",92,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B34",74,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B35",70,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B36",79,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B37",29,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B38",26,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B39",21,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B40",69,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B41",67,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B42",65,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B43",67,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B44",66,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B45",47,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B46",48,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B47",68,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B48",47,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B49",46,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B50",73,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B51",59,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B52",55,320,"Attorney General's Departments","AGO"
"SFO","Serious Fraud Office",2014,"B53",53,320,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B01",92,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B02",84,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B03",80,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B04",58,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B05",78,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B06",83,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B07",77,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B08",77,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B09",74,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B10",87,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B11",85,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B12",63,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B13",81,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B14",81,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B15",68,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B16",67,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B17",69,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B18",39,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B19",85,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B20",81,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B21",72,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B22",74,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B23",68,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B24",54,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B25",53,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B26",83,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B27",89,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B28",71,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B29",78,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B30",87,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B31",74,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B32",78,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B33",92,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B34",68,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B35",62,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B36",66,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B37",22,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B38",23,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B39",18,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B40",55,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B41",65,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B42",53,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B43",43,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B44",50,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B45",39,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B46",30,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B47",66,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B48",40,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B49",39,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B50",60,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B51",58,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B52",41,1260,"Attorney General's Departments","AGO"
"TSOL","Treasury Solicitor",2014,"B53",43,1260,"Attorney General's Departments","AGO"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B01",91,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B02",83,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B03",77,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B04",63,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B05",80,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B06",86,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B07",79,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B08",84,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B09",71,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B10",84,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B11",83,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B12",63,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B13",75,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B14",79,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B15",64,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B16",62,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B17",57,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B18",37,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B19",84,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B20",83,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B21",77,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B22",67,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B23",58,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B24",47,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B25",48,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B26",78,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B27",86,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B28",67,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B29",70,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B30",81,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B31",71,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B32",78,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B33",87,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B34",64,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B35",55,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B36",63,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B37",27,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B38",29,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B39",22,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B40",48,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B41",60,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B42",50,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B43",52,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B44",46,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B45",27,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B46",27,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B47",64,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B48",34,3080,"Civil Service","CS"
"BIS","Business, Innovation and Skills (excl. agencies) ",2014,"B49",42,3080,"Civil Service","CS"
